return_id,order_id,return_date,return_reason,return_status,refund_method,refund_amount
411,172897,2025-01-05,Damaged,Approved,Wallet,8894.76
412,370588,2023-03-30,Wrong Item,Approved,Original Payment,108.22
413,85335,2023-07-07,Size Issue,Approved,Wallet,7267.57
414,165268,2025-12-10,Quality Issue,Rejected,Wallet,4122.62
415,193338,2023-05-02,Not as Expected,Rejected,Bank Transfer,5011.26
416,144067,2025-06-16,Changed Mind,Approved,Wallet,3536.05
417,226879,2024-04-13,Quality Issue,Approved,Original Payment,12719.8
418,49689,2023-06-12,Late Delivery,Approved,Wallet,4832.89
419,116738,2026-03-20,Not as Expected,Approved,Wallet,5070.0
420,125124,2022-09-25,Changed Mind,Rejected,Bank Transfer,8079.73
421,471393,2026-08-14,Changed Mind,Processing,Original Payment,13074.38
422,213006,2025-05-20,Not as Expected,Rejected,Original Payment,12184.98
423,180445,2025-04-12,Wrong Item,Approved,Wallet,2458.73
424,325438,2024-03-05,Wrong Item,Approved,Wallet,3113.99
425,255466,2025-03-17,Changed Mind,Rejected,Bank Transfer,6637.2
426,253386,2024-01-23,Changed Mind,Approved,Bank Transfer,11664.87
427,362811,2023-08-02,Quality Issue,Approved,Original Payment,11222.17
428,59921,2026-03-21,Changed Mind,Approved,Wallet,12780.06
429,58836,2023-06-25,Damaged,Approved,Original Payment,8207.16
430,222948,2024-08-19,Size Issue,Approved,Original Payment,8372.72
431,459343,2024-12-17,Size Issue,Rejected,Bank Transfer,14797.3
432,358223,2024-07-15,Not as Expected,Approved,Bank Transfer,3406.99
433,50307,2023-09-30,Changed Mind,Approved,Wallet,367.81
434,207018,2025-09-05,Quality Issue,Processing,Wallet,2861.38
435,398453,2023-04-29,Changed Mind,Approved,Bank Transfer,6839.48
436,45120,2024-10-19,Damaged,Approved,Wallet,7918.24
437,397371,2022-01-01,Not as Expected,Rejected,Original Payment,2608.01
438,454450,2024-09-18,Quality Issue,Rejected,Bank Transfer,13965.6
439,231594,2026-06-06,Late Delivery,Approved,Original Payment,5637.74
440,268190,2025-05-06,Wrong Item,Approved,Wallet,11141.19
441,51544,2024-03-11,Not as Expected,Approved,Bank Transfer,2387.29
442,389931,2024-06-16,Damaged,Approved,Original Payment,14381.0
443,368051,2024-06-25,Damaged,Approved,Wallet,11940.7
444,401111,2025-01-18,Changed Mind,Approved,Original Payment,13378.63
445,281114,2022-01-20,Wrong Item,Approved,Wallet,13262.34
446,355521,2025-11-19,Damaged,Approved,Wallet,12528.15
447,135663,2025-02-16,Late Delivery,Approved,Bank Transfer,14461.65
448,174444,2026-08-29,Not as Expected,Approved,Bank Transfer,674.63
449,452018,2025-10-08,Wrong Item,Rejected,Original Payment,1894.88
450,205337,2024-09-04,Not as Expected,Approved,Bank Transfer,12168.19
451,1620,2025-04-12,Size Issue,Approved,Wallet,10666.3
452,458914,2025-11-24,Quality Issue,Approved,Original Payment,7869.6
453,155481,2026-07-04,Not as Expected,Approved,Bank Transfer,6748.89
454,286901,2022-05-20,Changed Mind,Approved,Original Payment,8627.73
455,40236,2024-04-16,Changed Mind,Approved,Bank Transfer,10717.94
456,7360,2025-08-06,Changed Mind,Approved,Wallet,4570.55
457,231128,2025-11-27,Wrong Item,Approved,Wallet,9371.58
458,198479,2026-08-01,Wrong Item,Approved,Original Payment,12365.7
459,319952,2022-12-18,Wrong Item,Approved,Original Payment,14387.95
460,260565,2023-10-01,Changed Mind,Approved,Bank Transfer,1565.66
461,338315,2022-11-24,Damaged,Rejected,Original Payment,14052.41
462,198023,2022-06-23,Wrong Item,Approved,Wallet,1858.31
463,20763,2022-12-29,Changed Mind,Rejected,Wallet,3037.53
464,335812,2022-09-12,Quality Issue,Rejected,Bank Transfer,8846.8
465,282655,2025-11-08,Damaged,Rejected,Bank Transfer,9590.32
466,58865,2025-03-08,Damaged,Approved,Original Payment,10777.93
467,144478,2022-11-03,Wrong Item,Approved,Original Payment,7668.95
468,59935,2025-11-29,Size Issue,Rejected,Wallet,11680.49
469,237629,2026-08-27,Changed Mind,Approved,Wallet,5542.41
470,402021,2026-08-13,Wrong Item,Approved,Wallet,14376.73
471,156911,2024-04-13,Late Delivery,Processing,Original Payment,1561.24
472,337392,2023-11-29,Damaged,Approved,Bank Transfer,3656.09
473,41523,2023-12-03,Size Issue,Rejected,Original Payment,8267.88
474,429081,2025-10-13,Wrong Item,Approved,Original Payment,8200.63
475,148732,2025-10-30,Not as Expected,Processing,Original Payment,11599.36
476,100332,2026-03-06,Size Issue,Rejected,Bank Transfer,10798.09
477,385389,2024-08-23,Damaged,Rejected,Original Payment,5030.61
478,98621,2022-10-05,Quality Issue,Approved,Bank Transfer,10187.51
479,5313,2022-05-07,Not as Expected,Processing,Original Payment,13898.86
480,54319,2022-03-01,Not as Expected,Approved,Wallet,8995.58
481,341039,2026-02-11,Changed Mind,Approved,Bank Transfer,4992.52
482,175560,2023-06-14,Size Issue,Rejected,Original Payment,2550.71
483,302665,2024-08-05,Wrong Item,Approved,Original Payment,10842.9
484,377612,2024-07-14,Late Delivery,Approved,Original Payment,3288.64
485,77609,2023-08-21,Quality Issue,Approved,Original Payment,6096.41
486,170682,2026-05-17,Quality Issue,Approved,Bank Transfer,12578.19
487,429360,2025-07-29,Size Issue,Rejected,Original Payment,2593.39
488,56181,2024-09-13,Late Delivery,Approved,Wallet,1443.47
489,5369,2023-12-04,Size Issue,Approved,Wallet,2415.01
490,232694,2022-11-21,Quality Issue,Approved,Bank Transfer,9401.03
491,191428,2023-08-01,Wrong Item,Approved,Original Payment,5808.38
492,75646,2023-06-21,Changed Mind,Approved,Original Payment,14900.33
493,46530,2023-12-08,Size Issue,Approved,Original Payment,4378.63
494,461866,2025-08-24,Quality Issue,Rejected,Wallet,12723.79
495,375500,2025-09-10,Quality Issue,Approved,Wallet,1167.74
496,258820,2025-06-07,Size Issue,Approved,Wallet,6737.25
497,450677,2023-07-15,Changed Mind,Approved,Wallet,350.39
498,20469,2022-05-14,Wrong Item,Approved,Bank Transfer,11786.96
499,34788,2022-05-05,Not as Expected,Approved,Bank Transfer,7909.97
500,248675,2026-03-30,Wrong Item,Rejected,Original Payment,12697.42
501,489143,2025-07-12,Not as Expected,Processing,Wallet,3559.5
502,53215,2024-06-11,Wrong Item,Approved,Wallet,12196.69
503,39950,2024-04-30,Changed Mind,Rejected,Bank Transfer,11244.26
504,376700,2025-09-08,Damaged,Approved,Bank Transfer,10614.16
505,62168,2023-09-25,Damaged,Approved,Wallet,6244.13
506,196532,2026-03-08,Late Delivery,Approved,Wallet,3658.84
507,301789,2023-12-01,Damaged,Approved,Bank Transfer,6988.48
508,85833,2023-06-10,Size Issue,Approved,Wallet,6698.56
509,112191,2025-03-31,Changed Mind,Processing,Wallet,11785.64
510,166078,2025-10-12,Damaged,Approved,Original Payment,4004.81
511,314542,2025-12-20,Late Delivery,Rejected,Bank Transfer,14827.88
512,478384,2026-04-10,Late Delivery,Processing,Original Payment,12135.26
513,161164,2025-01-07,Changed Mind,Rejected,Original Payment,13695.81
514,3553,2022-01-11,Damaged,Approved,Bank Transfer,5514.8
515,327583,2022-07-17,Wrong Item,Rejected,Original Payment,8505.04
516,363880,2025-02-10,Late Delivery,Rejected,Bank Transfer,5364.57
517,159050,2023-05-16,Not as Expected,Approved,Bank Transfer,8818.0
518,23186,2022-03-03,Quality Issue,Approved,Bank Transfer,561.56
519,307861,2025-10-11,Quality Issue,Approved,Wallet,8111.11
520,109710,2024-06-09,Quality Issue,Approved,Original Payment,13561.76
521,191211,2023-04-18,Late Delivery,Processing,Bank Transfer,2833.69
522,373904,2024-04-29,Size Issue,Approved,Bank Transfer,7703.17
523,470539,2022-11-06,Wrong Item,Rejected,Bank Transfer,13733.11
524,440473,2022-06-19,Damaged,Approved,Original Payment,12564.32
525,175708,2026-02-07,Changed Mind,Approved,Bank Transfer,6537.13
526,346439,2025-08-29,Not as Expected,Approved,Wallet,529.67
527,480843,2026-07-13,Size Issue,Approved,Original Payment,3458.19
528,365624,2024-12-06,Damaged,Approved,Bank Transfer,14858.37
529,251233,2023-12-18,Damaged,Rejected,Bank Transfer,9281.03
530,141965,2022-08-15,Late Delivery,Approved,Bank Transfer,9297.63
531,262984,2023-08-14,Damaged,Approved,Bank Transfer,12584.76
532,243386,2023-05-14,Changed Mind,Approved,Wallet,4161.98
533,302485,2025-10-26,Changed Mind,Rejected,Wallet,1594.54
534,330623,2022-01-19,Wrong Item,Approved,Bank Transfer,13158.72
535,449495,2025-01-27,Quality Issue,Approved,Original Payment,6294.55
536,268677,2022-08-29,Changed Mind,Approved,Wallet,10458.6
537,390485,2024-07-11,Wrong Item,Rejected,Bank Transfer,14169.57
538,331248,2024-08-18,Changed Mind,Approved,Original Payment,7408.98
539,232458,2025-06-28,Changed Mind,Approved,Wallet,7291.96
540,379344,2026-02-27,Size Issue,Approved,Original Payment,14028.11
541,389340,2022-06-06,Not as Expected,Approved,Original Payment,6422.67
542,353586,2024-09-18,Late Delivery,Approved,Wallet,14128.31
543,188545,2022-05-06,Not as Expected,Approved,Original Payment,620.21
544,60000,2023-01-24,Late Delivery,Rejected,Wallet,14322.98
545,141570,2024-05-20,Quality Issue,Approved,Original Payment,3147.36
546,253567,2025-09-27,Wrong Item,Approved,Original Payment,699.08
547,353708,2023-04-10,Changed Mind,Approved,Bank Transfer,244.33
548,50050,2026-04-08,Quality Issue,Approved,Wallet,6567.07
549,93085,2024-10-02,Late Delivery,Approved,Bank Transfer,2970.46
550,256300,2025-11-19,Changed Mind,Approved,Wallet,12061.26
551,322058,2024-06-14,Not as Expected,Approved,Bank Transfer,1054.63
552,215849,2022-02-12,Late Delivery,Approved,Wallet,14713.22
553,159610,2024-03-09,Late Delivery,Processing,Wallet,13165.44
554,370423,2025-05-07,Changed Mind,Rejected,Bank Transfer,9171.41
555,373595,2022-07-29,Size Issue,Approved,Bank Transfer,4621.16
556,343425,2023-11-15,Size Issue,Rejected,Bank Transfer,13852.1
557,491484,2025-09-09,Wrong Item,Approved,Wallet,9487.34
558,323723,2025-12-17,Wrong Item,Approved,Original Payment,4647.19
559,495894,2026-08-15,Quality Issue,Approved,Bank Transfer,13140.92
560,185469,2022-01-30,Size Issue,Approved,Bank Transfer,6183.43
561,308016,2023-06-27,Late Delivery,Rejected,Wallet,973.07
562,106947,2022-05-16,Wrong Item,Approved,Bank Transfer,8349.78
563,39676,2024-03-07,Not as Expected,Rejected,Bank Transfer,4104.73
564,271332,2025-07-29,Quality Issue,Approved,Wallet,5851.26
565,16078,2025-04-24,Not as Expected,Approved,Original Payment,9319.43
566,50072,2023-03-06,Damaged,Approved,Wallet,10634.65
567,337816,2022-01-05,Damaged,Processing,Wallet,12303.6
568,60128,2025-05-09,Size Issue,Approved,Wallet,4788.7
569,494827,2022-03-19,Changed Mind,Processing,Wallet,9202.18
570,95181,2022-11-20,Not as Expected,Approved,Original Payment,3879.67
571,7357,2026-06-16,Wrong Item,Rejected,Wallet,12169.36
572,468245,2025-12-17,Size Issue,Approved,Bank Transfer,5449.31
573,448023,2023-10-07,Wrong Item,Approved,Wallet,5620.16
574,237486,2025-02-10,Quality Issue,Approved,Bank Transfer,1256.22
575,24521,2023-03-01,Late Delivery,Approved,Wallet,5407.5
576,161381,2022-06-22,Wrong Item,Approved,Bank Transfer,2981.34
577,289436,2023-05-02,Not as Expected,Processing,Original Payment,4905.66
578,454235,2025-07-18,Late Delivery,Rejected,Bank Transfer,479.98
579,107044,2022-06-25,Wrong Item,Approved,Original Payment,124.38
580,108188,2024-02-16,Late Delivery,Approved,Bank Transfer,3407.16
581,255101,2025-03-20,Wrong Item,Approved,Original Payment,5911.09
582,209781,2022-11-19,Quality Issue,Rejected,Bank Transfer,1648.11
583,477767,2023-03-28,Quality Issue,Rejected,Wallet,12220.43
584,280041,2022-01-12,Size Issue,Approved,Original Payment,7223.97
585,158811,2022-03-21,Not as Expected,Approved,Wallet,6991.75
586,66550,2024-08-12,Quality Issue,Approved,Original Payment,9049.8
587,293433,2022-12-15,Late Delivery,Approved,Original Payment,7038.43
588,421055,2024-08-27,Not as Expected,Approved,Wallet,10522.69
589,406112,2023-06-21,Not as Expected,Approved,Wallet,6053.24
590,361914,2026-01-09,Changed Mind,Approved,Wallet,8575.47
591,95293,2025-03-15,Size Issue,Approved,Bank Transfer,12419.25
592,101110,2023-10-06,Size Issue,Rejected,Bank Transfer,1023.45
593,387530,2023-06-28,Wrong Item,Approved,Wallet,14706.74
594,147044,2026-05-08,Not as Expected,Approved,Bank Transfer,3122.38
595,51800,2026-04-19,Wrong Item,Approved,Original Payment,10332.93
596,155002,2023-12-28,Changed Mind,Approved,Bank Transfer,3423.2
597,46969,2024-01-25,Damaged,Approved,Bank Transfer,14164.51
598,162533,2025-04-14,Size Issue,Processing,Bank Transfer,3200.74
599,184092,2024-05-13,Damaged,Approved,Wallet,7513.61
600,18947,2024-11-08,Damaged,Approved,Bank Transfer,9941.87
601,104595,2022-05-12,Damaged,Processing,Bank Transfer,1299.64
602,56745,2026-04-08,Changed Mind,Approved,Bank Transfer,12627.43
603,18206,2025-06-09,Changed Mind,Processing,Original Payment,6604.36
604,173319,2025-09-29,Damaged,Approved,Wallet,9600.89
605,478287,2022-08-07,Quality Issue,Approved,Wallet,12440.46
606,544,2024-12-31,Late Delivery,Approved,Wallet,10218.47
607,253542,2026-06-27,Size Issue,Approved,Original Payment,7557.98
608,307559,2022-08-01,Size Issue,Approved,Bank Transfer,12727.12
609,21871,2022-06-11,Damaged,Approved,Original Payment,5361.56
610,404425,2024-12-15,Not as Expected,Rejected,Original Payment,1983.92
611,97832,2022-01-06,Damaged,Rejected,Wallet,7246.75
612,47536,2025-12-06,Not as Expected,Approved,Bank Transfer,14174.55
613,337735,2024-05-06,Late Delivery,Approved,Wallet,13903.84
614,74771,2024-04-26,Late Delivery,Approved,Wallet,10968.52
615,144417,2023-05-13,Damaged,Approved,Original Payment,1600.78
616,404401,2024-10-25,Changed Mind,Approved,Original Payment,14700.15
617,365772,2022-02-03,Not as Expected,Processing,Bank Transfer,6999.28
618,291973,2024-08-17,Damaged,Approved,Wallet,3545.34
619,327981,2026-02-06,Size Issue,Approved,Bank Transfer,148.53
620,276549,2024-05-04,Not as Expected,Approved,Original Payment,4961.46
621,345942,2025-02-18,Size Issue,Approved,Original Payment,7011.59
622,202759,2022-05-14,Changed Mind,Approved,Bank Transfer,12133.7
623,303688,2025-10-16,Wrong Item,Approved,Wallet,14166.37
624,347700,2025-12-22,Not as Expected,Rejected,Original Payment,13355.05
625,45135,2023-04-16,Not as Expected,Approved,Original Payment,549.2
626,247366,2022-07-02,Late Delivery,Approved,Wallet,7143.67
627,384797,2023-03-15,Late Delivery,Rejected,Original Payment,10165.44
628,430270,2026-07-15,Damaged,Approved,Original Payment,2884.11
629,451213,2026-04-28,Not as Expected,Approved,Bank Transfer,4866.7
630,149332,2023-09-06,Late Delivery,Rejected,Wallet,4952.76
631,300359,2022-07-21,Wrong Item,Rejected,Original Payment,10100.48
632,174050,2023-04-26,Damaged,Approved,Original Payment,11115.71
633,190988,2023-10-14,Late Delivery,Approved,Bank Transfer,4554.66
634,96342,2023-03-15,Not as Expected,Approved,Bank Transfer,12905.14
635,407666,2023-10-06,Changed Mind,Rejected,Original Payment,9698.22
636,307019,2024-12-13,Late Delivery,Approved,Wallet,2651.26
637,185245,2025-02-22,Quality Issue,Approved,Bank Transfer,8293.54
638,61294,2022-09-02,Changed Mind,Rejected,Bank Transfer,12301.22
639,125380,2022-04-09,Late Delivery,Approved,Wallet,13667.51
640,103498,2023-09-18,Not as Expected,Approved,Wallet,7213.11
641,366183,2023-11-09,Wrong Item,Approved,Original Payment,3414.21
642,484497,2022-07-23,Not as Expected,Approved,Original Payment,2899.67
643,209950,2022-11-07,Late Delivery,Approved,Bank Transfer,6378.54
644,143057,2025-09-19,Wrong Item,Rejected,Bank Transfer,2568.27
645,218452,2024-06-08,Changed Mind,Rejected,Original Payment,9407.34
646,345531,2024-10-16,Changed Mind,Approved,Wallet,10984.6
647,274925,2023-02-26,Wrong Item,Approved,Bank Transfer,10770.7
648,318155,2026-03-31,Damaged,Processing,Wallet,14521.96
649,42602,2022-07-28,Damaged,Approved,Bank Transfer,3732.63
650,410619,2024-06-06,Damaged,Approved,Original Payment,10390.15
651,440643,2023-12-02,Changed Mind,Approved,Original Payment,9084.33
652,281562,2024-12-07,Quality Issue,Approved,Wallet,5314.13
653,201474,2024-06-23,Size Issue,Approved,Wallet,10095.4
654,90064,2026-01-09,Changed Mind,Approved,Original Payment,14090.3
655,350442,2022-04-03,Size Issue,Approved,Bank Transfer,7046.33
656,84362,2026-02-13,Not as Expected,Approved,Bank Transfer,10549.29
657,200878,2023-08-04,Damaged,Approved,Wallet,14212.92
658,406595,2026-03-08,Changed Mind,Approved,Wallet,212.97
659,238266,2024-06-17,Changed Mind,Approved,Original Payment,5513.11
660,102028,2026-08-24,Wrong Item,Rejected,Original Payment,14587.13
661,225763,2025-08-16,Changed Mind,Approved,Wallet,13064.68
662,134849,2025-10-27,Not as Expected,Approved,Wallet,11523.27
663,269128,2024-09-26,Quality Issue,Approved,Original Payment,14975.9
664,311099,2026-06-04,Wrong Item,Rejected,Original Payment,420.24
665,463802,2022-06-07,Late Delivery,Approved,Original Payment,1287.93
666,159407,2025-01-11,Damaged,Approved,Original Payment,12520.85
667,242078,2023-09-26,Wrong Item,Approved,Wallet,643.63
668,496766,2024-04-01,Not as Expected,Approved,Bank Transfer,12166.31
669,281925,2022-09-09,Size Issue,Approved,Bank Transfer,805.2
670,399239,2023-09-10,Size Issue,Approved,Original Payment,1279.0
671,46739,2024-07-08,Wrong Item,Approved,Wallet,6670.92
672,308505,2026-06-05,Not as Expected,Approved,Bank Transfer,7284.06
673,65077,2025-01-12,Late Delivery,Approved,Original Payment,9214.21
674,120924,2023-08-15,Late Delivery,Approved,Wallet,6541.59
675,376520,2026-08-01,Wrong Item,Approved,Wallet,8512.98
676,316213,2024-06-29,Not as Expected,Approved,Original Payment,10130.35
677,63948,2023-10-11,Size Issue,Approved,Wallet,3870.18
678,452950,2023-06-13,Wrong Item,Rejected,Original Payment,8630.72
679,313711,2025-06-17,Wrong Item,Approved,Wallet,1627.91
680,412030,2025-03-06,Changed Mind,Approved,Original Payment,10421.41
681,24186,2023-05-02,Not as Expected,Approved,Bank Transfer,2376.7
682,400506,2022-02-20,Quality Issue,Approved,Bank Transfer,9543.75
683,48663,2025-11-16,Quality Issue,Approved,Original Payment,5306.1
684,492137,2024-10-07,Wrong Item,Approved,Bank Transfer,6017.42
685,140565,2022-07-21,Not as Expected,Rejected,Original Payment,4024.92
686,41269,2025-07-03,Changed Mind,Approved,Wallet,13502.62
687,161113,2024-07-14,Late Delivery,Approved,Original Payment,11192.29
688,218460,2023-05-09,Size Issue,Approved,Wallet,1366.26
689,343605,2023-11-09,Late Delivery,Processing,Bank Transfer,11952.49
690,223976,2024-02-03,Wrong Item,Approved,Wallet,11776.76
691,42709,2025-05-28,Changed Mind,Rejected,Wallet,3080.39
692,45216,2023-03-23,Changed Mind,Approved,Bank Transfer,9052.76
693,324126,2026-06-27,Size Issue,Approved,Original Payment,3499.49
694,297620,2023-05-01,Size Issue,Approved,Original Payment,14336.97
695,173927,2023-10-01,Wrong Item,Approved,Wallet,9411.79
696,299665,2022-12-04,Quality Issue,Approved,Wallet,4030.61
697,281499,2026-03-01,Wrong Item,Rejected,Bank Transfer,4448.42
698,305293,2023-08-12,Quality Issue,Approved,Original Payment,14222.48
699,347493,2023-02-10,Quality Issue,Processing,Bank Transfer,13904.57
700,57769,2025-09-22,Not as Expected,Approved,Original Payment,10280.48
701,447444,2024-11-10,Not as Expected,Rejected,Bank Transfer,12769.32
702,284009,2025-01-27,Damaged,Approved,Original Payment,6576.03
